,Tweets
317,وزیر اعلیٰ مولانا حافظ مسلم لیگ بھٹو کا پروپیگنڈا ایک بار پھر بے نقاب، کوئی پرانی گاڑی اٹھا کر پولیس نے خود ہی نہر میں پھینک دی اس گاڑی کی لائٹس بھی نہیں اور نہ ہی چھت ہے، فرض کریں اگر گاڑی کو آگ لگی ہوتی تو ٹائر بھی جلتے اور گاڑی کا رنگ بھی جلا ہوتا۔ کتنی بار کہا ہے یہ 90 کی… Show more
318,انور مقصود کا کلاسیکل ادب
319,ممکن نہیں، صحافتی تنظیمیں حکومتوں سے فنڈز لیتی ہیں اور اپنی بولی نہیں بولتیں۔ بزرگ اور نام نہاد سینئر عہدہ خور ہیں ۔ کابینہ سے لے کر محکمہ کی کرسیوں تک رال ٹپکانے ہیں ۔ چینلز سرکاری اشتہار اور طاقتوروں کے سامنے معذور ہیں۔ جو صحیح لگے اس کا ساتھ دینا چاہیے۔ فیصلہ عوام کا۔
320,"صدیق جان سے شیل برآمد کرنے ہیں

عدالت میں ہر طرف قہقے لگ گئے جب وکیل نے اپنا مزاق اڑواتے ہوئے پوری ریاست کا مزاق اڑوایا کہ صدیق جان سے شیل برآمد کرنے ہیں 

عدالت میں سب ہنسنا شروع ہوگئے"
321,کسی کے پاس دلیل نہیں کسی کے پاس رسید نہیں۔ بس اس ملک میں اسٹیبلشمنٹ اور اسکے مہروں کے لیے ہر طرح کی چھوٹ ہے۔ بس ماضی میں جو گالیاں آپ لوگ نورا کشتی میں ایک دوسرے کو دیتے تھے آج وہ عوام نے بھی سیکھ لی ہیں۔ اب محکوم وہی زبان استعمال کرے تو حاکم کو برا تو لگتا ہے
322,آئی جی صاحب کیا یہ لوگ دشمن ہیں؟
323,شہید ارشد شریف سمیت  ہم سب نے اس ایک دن کے اغوا کی بھرپور  مذمت کی تھی۔ حتی کہ اس وقت کے وزیر اعظم عمران خان تک پیغام بھی بھجوایا تھا یہ غلط ہو رہا ہے۔ لیکن جب ارشد کے خلاف کیسز ہوئے اور وہ ملک سے گیا چند بد بختوں نے مذاق اڑایا تھا اور یہ ہم کھبی نہیں بھولیں گے۔
324,بہت سارے دانشور خواہشات کی تکمیل میں عدلیہ کے حوالے سےعجیب و غریب دعوے اور نصیحتیں کر رہے ہیں۔ ان کے سکرین شاٹس لے رکھیں چند مہینوں بعد بڑے کام آئیں گے۔
325,دلچسپ صورتحال
326,کیا شعور کا مطلب۔ تشدد یا ریاست سے لڑای ھے ؟ سیاسی جدوجہد کا مطلب ؟؟ twitter.com/ImranRiazKhan/…
327,یہ سکول کے بچے ہیں۔ گیم آپکے ہاتھ سے نکل رہی ہے۔
328,خود ہی سڑ گئی لگتا ہے
329,مسلم لیگ ن ایک سمجھدار جماعت ہے وہ جتنی جلدی بغض سے بھری ذہنی مریض بلا سے چھٹکارہ حاصل کرلیں نقصان اتنا کم ہوگا۔
330,"پاکستان میں صرف ایک چیز کی سمجھ آرہی ہے۔
تباہی پھیلا دو، ڈیفالٹ ہوتا ہے تو ہو جائے، آئین کی خلاف ورزی ہو تو بھی کوئی مسئلہ نہیں، پرچے کرادو، گرفتار کر لو، لیکن کسی بھی صورت میں الیکشن نہ ہو

#ElectionCommission"
331,آمین
332,70 سال سے یرغمال ہے۔ امید ہے نئی نسل جلد آپکو بھی اس عذاب سے نکال لے گی۔ دعا کرتے رہیئے۔
333,یہ پختونخواہ کا حال ہے۔ لگتا ہے وہاں کے لوگوں سے ُچن ُچن کر بدلے لئیے جارہے ہیں جو ایک آٹے کی تیلی کیلۓ ہزاروں عزت دار خواتین اور مردوں کو لائنوں میں کھڑا کرکے زلیل کررہے ہیں۔ اپنی پوری زندگی میں ایسے حالات نہیں دیکھے تھے۔
334,"رمضان مبارک
اللہ رب العزت پاکستان اور عالم اسلام کی خیر کرے آمین"
335,میں دو فروری کو جنرل قمر جاوید باجوہ کے فرسٹ کزن اور اپنے قریبی دوست چوہدری نعیم گھمن کی تیمارداری کے لیے ان کے گھر گیاکچھ ہی دیر کے بعد سابق آرمی چیف جنرل قمر جاوید باجوہ بھی تشریف لے آئے۔ابتدائی گپ شپ کے بعد کہنے لگے کہ آپ کے سوالات مجھ تک پہنچتے رہےہیں۔آج روبرو پوچھ لیں اور… Show more
336,حسان نیازی کو عدالت سے ضمانت کے باوجود ویگو ڈالے میں اغواء کر لیا گیا۔
337,حالات
338,Rejected
339,ویسےکمال ہے،عین مشکل لمحوں میں 50روپےکےسٹامپ پیپر پر،بھائی کی گارنٹی پرعلاج کےبہانےلندن گئےوہ نوازشریف جو مفرورہوچکے،جنہیں عدالتیں بلارہیں،جو4سال سےواپس آنےکانام نہیں لےرہےوہ نوازشریف اس عمران خان کو بزدل کہہ رہے،جوپاکستان میں،جس پر82مقدمے،جو اس وقت بھی پولیس،آنسوگیس کےگھیرےمیں۔۔
340,"آج کے دن تک تو ثابت ہو چکا ہے کہ عمران خان ناقابلِ شکست ہے ،
ایک گیدڑ باہر آکر اشارے دے رہا تھا کہ عمران خان کو بکتر بند گاڑی میں لے کر جاؤں گا ،
وہ گیدڑ اسی بکتر بند گاڑی کے نیچے چوہے کی طرح چھپا ہوا تھا اور پھر پچھلے دروازے سے نکل کر چھوٹی سی گاڑی میں بیٹھ کر بھاگ گیا"
341,جیسے صدیق جان کی گرفتاری کے کھرے حسن ایوب سے ملتے ہیں بالکل اسی طرح اظہر مشوانی کے اغواء کا تعلق اس ٹویٹ سے کہیں نا کہیں ضرور ہے۔۔
342,پشتونوں کو بنگالی مت بناؤ
343,"پنجاب پولیس کا عام و الناس سے سلوک انتہائی دردناک اور غیر انسانی ہیں 

مفت آٹے کے حصول کے لیے آئی عورت کے ساتھ پولیس اہلکار کا برتاؤ۔ 

یادرہے فری آٹا کی لائن میں چھ پاکستانی اپنی جان سے ہاتھ دو بیٹھے ہیں"
344,یمن اور لبنان نے سیکیورٹی اور مالی مشکلات کی وجہ سے الیکشن ملتوی کیے اور خانہ جنگی میں مبتلا ہوگئے۔ وما علینا الالبلاغ
345,کیا عمران خان بھی مڈل کلاس سے ہیں؟ بات صرف مڈل کلاس ہونا نہیں جو بھی اسٹیبلشمنٹ کے مفاد سے ٹکرائے گا اسکا تعلق کسی بھی کلاس سے ہو اسے آؤٹ کلاس کرنا وہ اپنا حق سمجھتے ہیں۔ وہ ہر کلاس کو اوقات دکھا چکے ہیں۔ لہذا اس معاملے کو ایک کلاس کا نہیں پورے ملک کا مسئلہ سمجھئیے۔
346,After fake recoveries from Imran Khan’s residence establishment and its allies are trying to prove PTI a terrorist group. It is part of their new plan which was already exposed before execution.
347,"ہم رہیں گے یا عمران خان۔۔۔- وزیرداخلہ رانا ثنااللہ کے عمران خان سے متعلق دھمکی آمیز بیان کی عالمی میڈیا میں گونج

#ImranKhan #RanaSanaullah"
348,جو اللہ کے گھر میں مقدس شہر میں جج کو خریدنے کی کوشش کر سکتے ہیں وہ اپنے مفاد کے لیے عدلیہ کو تقسیم کر دیں تو کوئی حیرت کی بات نہیں۔
349,بیگز میں آمد لیجایا جانے والا سامان ہاتھوں میں باہر لایا جا رہا ہے ۔ شاباش
350,آج رات یا کل دن میں زمان پارک میں آپریشن متوقع ہے۔ رمضان سے پہلے عمران خان کو نقصان پہنچانے کا یہ آخری موقع ہے۔ تحریک انصاف کا انحصار کارکنوں کی تعداد پر ہے۔
351,صدیق جان کی گرفتاری اس بات کاثبوت ہے کہ ملک میں فاشزم اپنے عروج پر ہے۔حکومت کو اپنے اندر تنقید برداشت کرنے کا حوصلہ رکھنا چاہئیے۔ ناں کہ صحافیوں کو انتقامی کاروائیوں کا نشانہ بنایا جائے۔
352,پھر پکڑے گئے۔۔۔۔
353,"اسلام آباد میں دفعہ 144 نافذ العمل ہے۔

پرائیویٹ کمپنیوں،سکیورٹی گارڈز یا کسی شخص کے اسلحہ لے کر چلنے پر پابندی ہے۔

گاڑی چلاتے وقت اپنی گاڑی کاملکیتی ثبوت ساتھ رکھیں۔

ٹریفک پلان جاری کردیاگیا ہے۔

شہری  جی الیون ون اور جی ٹین ون کی طرف غیر ضروری نقل وحرکت سے گریز کریں۔"
354,یہ پولیس کے ہاتھ میں کیا ہے؟
355,یہ ارسلان تاج گھمن ہے۔  ایک مڈل کلاس گھر سے۔ سیاست میں آنے کا خواب دیکھا۔  دلیر ہے۔ ایمان دار ہے۔ قابل ہے۔ وفادار ہے۔ لیکن اسکو دہشت گرد قرار دے دیا۔ مڈل کلاس سے ہے اس لئے اشرافیہ نے اس کا جیل میں سفر اور بھی مشکل بنا دیا۔
356,انسپکٹر جنرل پنجاب پولیس ،آپ کے گھر میں لا تعداد مسلح افراد موجود ہوتے اور آپکے بیوی بچے بھی ، آپ کی غیر موجودگی میں کسی دوسرے ادارے کے لوگ آپ کے گھر میں دروازے توڑ کر گھس آئیں توآپ کو کیسا لگے گا ۔ ایسا مت کہنا کہ یہ ناممکن ہے اس ملک میں ایسا بہت دفعہ ہو چکا ہے ، احساس دلانا تھا
357,یہ تو قابض فوج کو کشمیریوں کے خلاف اکسانے جیسا لگتا ہے۔ https://twitter.com/iihtishamm/status/1636339273438724096…
358,Interesting
359,تصویری جواب
360,مریم تمہارا انتقام میرے ملک کو کھا جائیگا
361,مزید گرفتاریاں بھی ہوسکتی ہیں اپنا اپنا خیال رکھیں twitter.com/imranriazkhan/…
362,صدیق جان کی گرفتاری کے حوالے سے اسلام آباد پولیس آئیں بائیں شائیں کررہی ہے، سب آواز اٹھائیں، ہمیں خدشہ ہے کہ صدیق جان پر تشدد کیا جائے گا۔ کنفرم اطلاعات کے بعد ہم تھانہ رمنا کے سامنے دھرنا دیں گے۔
363,یہ PTI کے رہنماء اور رکن اسمبلی امجد نیازی پر پکڑے جانے کے بعد ہونے والا تشدد ہے۔ قصور عمران خان کا ساتھ ہونا۔
364,شبلی فراز کو مارا جارہا ہے، پلیز یہ رکوائیں، وکلا کی جج سے استدعا۔۔!!
365,ایک بات میں کہنے پر مجبور ہوں،،،یہ لوگ بریانی کے ڈبے یا پھر دیہاڑی پر آئے ہر گز دیکھائی نہیں دیتے،،صبح صبح زمان پارک کے مناظر
366,Sorry old video
367,آئین شکنی اور عدالتی توہین سے ملک بچا بھی کرتے ہیں۔ نئی منطق حاضر ہے۔
368,تمام بیانیے ناکام ہونے کے بعد نیا بیانیہ “زمان پارک میں عسکریت پسند ہیں” قوم نہیں مانے گی یہ بھی
369,بے شمار کہانیاں ہیں۔
370,ویلڈن ذیشان آپکو اور آپکی ٹیم کو اپنا کام کرتے رہنا چاہیئے۔ یہ وقت لڑنے کا نہیں فوکس پاکستان کی بہتری پر رکھیں ۔
371,اگر زمان پارک رائیونڈ میں ہوتا؟
372,"ڈیجیٹل میڈیا کے جرنلسٹس روایتی میڈیا کے ساتھ ایک تحریک کی صورت میں کھڑے ہوئے، ان کا شکریہ، یہ دور ڈرانے دھمکانے کا نہیں رہا۔ عمران ریاض خان
@ImranRiazKhan"
373,آپ عمران خان کو 100 جعلی مقدمات کے بعد بار بار عدالتوں میں پیش ہونے کی نصیحتیں کرتے میڈیا والوں کے منہ سے کبھی 4 سال سے لندن میں بیٹھے مفرور اشتہاری شخص کو واپسی کا مشورہ دیتے نہیں سنیں گے۔
374,پولیس سے اصل ڈیوٹی تو  یہ امپورٹڈ حکومت لے رہی ہے۔ دے چھاپے پہ چھاپہ۔
375,"اسلام وعلیکم 
@SAfridiOfficial
 آئین 90 دن میں الیکشن کا حکم دیتا ہے سپریم کورٹ کا فیصلہ بھی آچکا ہے کہ الیکشن وقت آئین کے مطابق ہونے چاہیئں کیا آپ کسی کو باوقار رخصتی کا مشورہ دینا پسند کریں گے؟"
376,"یہ میرے دوست حسن ایوب ہیں ،
جب یہ معافی مانگیں گے توآپکو پتاچلےگا کہ اصل صحافتی بددیاننتی کیا ہوتی ہے؟
اگر یہ معافی نہیں مانگیں گے تو یہ اس سے بھی بڑی بددیاننتی ہوگی ،
مجھےان سے گلہ نہیں ،
مجھے تو ان لوگوں کی اوقات اور لیول پر ترس آتا ہے جو میرے اس دوست کو انفارمیشن فیڈ کرتے ہیں… Show more"
377,جنرل باجوہ کھلے عام تسلیم کر رہے ہیں کہ فوج کا کنٹرول میڈیا، صحافی اور حکومت پر ہے۔
378,پولیس بیگ خود لے کر آئی
379,پولیس نے خود لوگوں کو نئے قسم کے تشدد اور توڑ پھوڑ سے متعارف کروایا۔ آگ کوئی بھی لگائے اسکے اثرات بلا تفریق ہوتے ہیں۔
